,msg_id,user_name,user_order,season,episode_number,episode_title,quote_order,quote
857,857,Phoebe,76,1,4,George Stephanopoulos,47,"I remember the day I got my first pay check. There was a cave in in one of the mines, and eight people were killed."
858,858,Monica,161,1,4,George Stephanopoulos,48,"Wow, you worked in a mine?"
859,859,Phoebe,77,1,4,George Stephanopoulos,49,"I worked in a Dairy Queen, why?"
860,860,Rachel,114,1,4,George Stephanopoulos,50,"God, isn't this exciting? I earned this. I wiped tables for it, I steamed milk for it, and it was totally(opens envelope)not worth it. Who's FICA? Why's he getting all my money? I mean, what- Chandler, look at that."
861,861,Chandler,99,1,4,George Stephanopoulos,51,"(looking) Oh, this is not that bad."
862,862,Joey,85,1,4,George Stephanopoulos,52,"Oh, you're fine, yeah, for a first job."
863,863,Ross,155,1,4,George Stephanopoulos,53,"You can totally, totally live on this."
864,864,Monica,162,1,4,George Stephanopoulos,54,"Yeah, yeah."
865,865,Ross,156,1,4,George Stephanopoulos,55,"Oh, by the way, great service tonight."
869,869,Rachel,115,1,4,George Stephanopoulos,59,"Oh my God! (Rachel, Leslie, Kiki, and Joanne all scream and hug each other."
870,870,Monica,163,1,4,George Stephanopoulos,60,(to Phoebe) I swear I've seen birds do this on Wild Kingdom.
871,871,Rachel,116,1,4,George Stephanopoulos,61,What are you guys doing here?
874,874,Rachel,117,1,4,George Stephanopoulos,64,"(to a pregnant Leslie) Look at you, you are so big I can't believe it!"
876,876,Rachel,118,1,4,George Stephanopoulos,66,(to Joanne) So what's going on with you?
879,879,Phoebe,78,1,4,George Stephanopoulos,69,"(to Monica) Look, look, I have elbows! (They scream.)"
880,880,Chandler,100,1,4,George Stephanopoulos,70,...Poulet passes it up to Leetch! (Passes it to Joey.)
881,881,Joey,86,1,4,George Stephanopoulos,71,"Leetch spots Messier in the crease- there's the pass! (He kicks it to Ross, but Ross is staring into a shop window.)"
882,882,Chandler,101,1,4,George Stephanopoulos,72,We'll take a brief time out while Messier stops to look at some women's shoes.
883,883,Ross,157,1,4,George Stephanopoulos,73,"Carol was wearing boots just like those the night that we- we first- y'know. Fact, she, uh- she never took'em off, 'cause we-we- (off Chandler's look) Sorry. Sorry."
884,884,Joey,87,1,4,George Stephanopoulos,74,What?
885,885,Ross,158,1,4,George Stephanopoulos,75,Peach pit.
886,886,Chandler,102,1,4,George Stephanopoulos,76,"Yes, Bunny?"
887,887,Ross,159,1,4,George Stephanopoulos,77,"(points) Peach pit. That night we, uh- we had-"
888,888,Joey,88,1,4,George Stephanopoulos,78,-Peaches?
889,889,Ross,160,1,4,George Stephanopoulos,79,"Actually, nectarines, but basically..."
890,890,Chandler,103,1,4,George Stephanopoulos,80,(to Joey) Could've been a peach.
891,891,Ross,161,1,4,George Stephanopoulos,81,"Then, uh, then we got dressed, and I-I... I walked her to the- (looks up, realises, and points) -the bus stop... I'm fine."
892,892,Joey,89,1,4,George Stephanopoulos,82,"Hey, that woman's got an ass like Carol's! (They turn to stare at him.) What? Thought we were trying to find stuff."
893,893,Rachel,119,1,4,George Stephanopoulos,83,"So c'mon, you guys, tell me all the dirt!"
896,896,Rachel,120,1,4,George Stephanopoulos,86,Okay.
898,898,Rachel,121,1,4,George Stephanopoulos,88,"What? Guys, I'm not."
900,900,Rachel,122,1,4,George Stephanopoulos,90,I'm not! This is what I'm doing now. I've got this job-
902,902,Rachel,123,1,4,George Stephanopoulos,92,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies."
904,904,Monica,164,1,4,George Stephanopoulos,94,"Hey, Rach. How was it with your friends? (She and Phoebe scream.) Okay! How would you like some Tiki Death Punch? (She pours the contents of the blender into some glasses.)"
905,905,Rachel,124,1,4,George Stephanopoulos,95,What's that?
906,906,Monica,165,1,4,George Stephanopoulos,96,"Weeeell, it's rum, and-"
907,907,Rachel,125,1,4,George Stephanopoulos,97,Okay. (Grabs the blender and starts to drink.)
908,908,Monica,166,1,4,George Stephanopoulos,98,"We thought since Phoebe was staying over tonight we'd have kinda like a slumber party thing. We got some trashy magazines, we got cookie dough, we got Twister... (The phone rings and Monica answers it.)"
909,909,Phoebe,79,1,4,George Stephanopoulos,99,"Ooh! Ooh! And I brought Operation! But, um, I lost the tweezers, so we can't operate. But we can prep the guy!"
910,910,Monica,167,1,4,George Stephanopoulos,100,"Uh, Rach, it's the Visa card people."
911,911,Rachel,126,1,4,George Stephanopoulos,101,"Oh, God, ask them what they want."
912,912,Monica,168,1,4,George Stephanopoulos,102,"(on phone) Could you please tell me what this is in reference to? (Listens) Yes, hold on. (To Rachel) Um, they say there's been some unusual activity on your account."
913,913,Rachel,127,1,4,George Stephanopoulos,103,But I haven't used my card in weeks!
914,914,Monica,169,1,4,George Stephanopoulos,104,"That is the unusual activity. Look, they just wanna see if you're okay."
915,915,Rachel,128,1,4,George Stephanopoulos,105,"They wanna know if I'm okay. Okay.. they wanna know if I'm okay, okay, let's see. Well, let's see, the FICA guys took all my money, everyone I know is either getting married, or getting promoted, or getting pregnant, and I'm getting coffee! And it's not even for me! So if that sounds like I'm okay, okay, then you can tell them I'm okay, okay?"
916,916,Monica,170,1,4,George Stephanopoulos,106,"(pauses then on the phone) Uh- Rachel has left the building, can you call back?"
917,917,Rachel,129,1,4,George Stephanopoulos,107,"Alright, c'mon! (Miserably) Let's play Twister!"
918,918,Ross,162,1,4,George Stephanopoulos,108,"(squeezing past people) Sorry, sorry... Uh-oh."
919,919,Chandler,104,1,4,George Stephanopoulos,109,What? There was ice there that night with Carol? Plastic seats? Four thousand angry Pittsburgh fans?
920,920,Ross,163,1,4,George Stephanopoulos,110,"No, actually I was just saying it looks like we're not sitting together. But now you mention it, there was ice there that night... It was the first frost..."
921,921,Joey,90,1,4,George Stephanopoulos,111,"C'mon, sit. Just sit down, sit."
922,922,Monica,171,1,4,George Stephanopoulos,112,You should feel great about yourself! You're doing this amazing independence thing!
923,923,Rachel,130,1,4,George Stephanopoulos,113,"Monica, what is so amazing? I gave up, like, everything. And for what?"
924,924,Phoebe,80,1,4,George Stephanopoulos,114,You are just like Jack.
925,925,Rachel,131,1,4,George Stephanopoulos,115,...Jack from downstairs?
926,926,Phoebe,81,1,4,George Stephanopoulos,116,"No, Jack and the Beanstalk."
927,927,Monica,172,1,4,George Stephanopoulos,117,"Ah, the other Jack."
928,928,Phoebe,82,1,4,George Stephanopoulos,118,"Yeah, right! See, he gave up something, but then he got those magic beans. And then he woke up, and there was this, this big plant outside his window, full of possibilities and stuff.. And he lived in a village, and you live in the Village.."
929,929,Rachel,132,1,4,George Stephanopoulos,119,"Okay, but Pheebs, Pheebs, Jack gave up a cow, I gave up an orthodontist. Okay, I-I-I know, I know I didn't love him-"
930,930,Phoebe,83,1,4,George Stephanopoulos,120,"Oh, see, Jack did love the cow."
931,931,Rachel,133,1,4,George Stephanopoulos,121,"But see, it was a plan. Y'know, it was clear. It was figured out, and now everything's just kinda like..."
932,932,Phoebe,84,1,4,George Stephanopoulos,122,Floopy?
933,933,Rachel,134,1,4,George Stephanopoulos,123,Yeah.
934,934,Monica,173,1,4,George Stephanopoulos,124,"So what, you're not the only one. I mean, half the time we don't know where we're going. You've just gotta figure at some point it's all gonna come together, and it's just gonna be... un-floopy."
935,935,Phoebe,85,1,4,George Stephanopoulos,125,"Oh, like that's a word."
936,936,Rachel,135,1,4,George Stephanopoulos,126,"Okay, but Monica, what if- what if it doesn't come together?"
937,937,Monica,174,1,4,George Stephanopoulos,127,...Pheebs?
938,938,Phoebe,86,1,4,George Stephanopoulos,128,"Oh, well... 'cause.... you just... I don't like this question."
939,939,Rachel,136,1,4,George Stephanopoulos,129,"Okay, see, see, you guys, what if we don't get magic beans? I mean, what if all we've got are.. beans?"
940,940,Ross,164,1,4,George Stephanopoulos,130,"Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!"
941,941,Chandler,105,1,4,George Stephanopoulos,131,"(to Ross) See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks."
942,942,Ross,165,1,4,George Stephanopoulos,132,Pass it! Pass it!
943,943,Chandler,106,1,4,George Stephanopoulos,133,He's open!
945,945,Chandler,107,1,4,George Stephanopoulos,135,"Hey, look, we're on that TV thing!"
947,947,Chandler,108,1,4,George Stephanopoulos,137,(to the receptionist)'Scuse me.
949,949,Chandler,109,1,4,George Stephanopoulos,139,"Listen, it's kind of an emergency. Well, I guess you know that, or we'd be in the predicament room. (The receptionist glares at him.)"
951,951,Ross,166,1,4,George Stephanopoulos,141,"(jumping to his feet) Look, I don't wanna make any trouble, okay, but I'm in a lot of pain here, alright? My face is dented."
953,953,Joey,91,1,4,George Stephanopoulos,143,"Well, how long do you think it'll be?"
955,955,Ross,167,1,4,George Stephanopoulos,145,"Hey, this- (she gives him a look and the guys back off) Heyy..."
956,956,Rachel,137,1,4,George Stephanopoulos,146,"I'm so sorry, you guys. I didn't mean to bring you down."
957,957,Monica,175,1,4,George Stephanopoulos,147,"No, you were right. I don't have a plan. (There's a knock on the door.)"
959,959,Rachel,138,1,4,George Stephanopoulos,149,Thank God. Food. (She goes to answer the door.)
960,960,Monica,176,1,4,George Stephanopoulos,150,Phoebe?
961,961,Phoebe,87,1,4,George Stephanopoulos,151,What?
962,962,Monica,177,1,4,George Stephanopoulos,152,Do you have a plan?
963,963,Phoebe,88,1,4,George Stephanopoulos,153,I don't even have a 'pl'.
965,965,Rachel,139,1,4,George Stephanopoulos,155,"(miserably) No, no, that's not what we ordered... We ordered a fat-free crust with extra cheese."
967,967,Monica,178,1,4,George Stephanopoulos,157,(leaping off of the couch and runs up) Wait! Did you say 'G.Stephanopoulos?'
969,969,Monica,179,1,4,George Stephanopoulos,159,"Wait, was this a-a small mediterranean guy with curiously intelligent good looks?"
971,971,Monica,180,1,4,George Stephanopoulos,161,Was he wearing a stunning blue suit?
972,972,Phoebe,89,1,4,George Stephanopoulos,162,And-and a power tie?
974,974,Monica,181,1,4,George Stephanopoulos,164,(staggered) Oh God.
976,976,Monica,182,1,4,George Stephanopoulos,166,"Are you nuts?! We've got George Stephanopoulos' pizza! (Rachel pays him, Monica grabs some binoculars, and runs to the window.)"
977,977,Rachel,140,1,4,George Stephanopoulos,167,"Uh, Pheebs? Who's George Snuffalopagus?"
978,978,Phoebe,90,1,4,George Stephanopoulos,168,Big Bird's friend.
979,979,Monica,183,1,4,George Stephanopoulos,169,I see pizza!
980,980,Phoebe,91,1,4,George Stephanopoulos,170,"Oh, I wanna see! Lemme see! Lemme see! (She runs up and takes the binoculars.)"
981,981,Rachel,141,1,4,George Stephanopoulos,171,Hello? Who are we spying on?
982,982,Monica,184,1,4,George Stephanopoulos,172,"White House adviser? Clinton's campaign guy? The one with the great hair, sexy smile, really cute butt?"
983,983,Rachel,142,1,4,George Stephanopoulos,173,"Oh, him, the little guy? Oh, I love him!"
984,984,Phoebe,92,1,4,George Stephanopoulos,174,"Ooh, wait.. wait, I see a woman."
985,985,Monica,185,1,4,George Stephanopoulos,175,Please tell me it's his mother.
986,986,Phoebe,93,1,4,George Stephanopoulos,176,Definitely not his mother.
987,987,Monica,186,1,4,George Stephanopoulos,177,"Oh, no..."
988,988,Phoebe,94,1,4,George Stephanopoulos,178,"Oh, wait, she's walking across the floor.. she's walking.. she's walking.. she's going for the pizza- (Yelling) Hey, that's not for you, bitch! (Phoebe covers her mouth with her hand walks away from the window.)"
989,989,Chandler,110,1,4,George Stephanopoulos,179,"Excuse me, look, we've been here for over an hour, and a lot of people less sick than my friend have gone in. I mean, that guy with the toe thing? Who's he sleeping with? (She slides the gladd panel over and Chandler talks through it in a loud voice.) Oh, c'mon Dora, don't be mad... I know we both said some things we didn't mean, but that doesn't mean we still don't love each other. (To the waiting room.) Y'know, I feel like I've lost her.. (She slides the panel back, he turns, and it takes him by surprise.) Ba-!"
990,990,Monica,187,1,4,George Stephanopoulos,180,Light still out?
991,991,Rachel,143,1,4,George Stephanopoulos,181,Yeah.
992,992,Monica,188,1,4,George Stephanopoulos,182,Oh. Maybe they're- napping.
993,993,Rachel,144,1,4,George Stephanopoulos,183,"Oh please, they're having sex."
995,995,Rachel,145,1,4,George Stephanopoulos,185,"So, whaddya think George is like?"
996,996,Monica,189,1,4,George Stephanopoulos,186,I think he's shy.
997,997,Phoebe,95,1,4,George Stephanopoulos,187,Yeah?
998,998,Monica,190,1,4,George Stephanopoulos,188,Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.
999,999,Ross,168,1,4,George Stephanopoulos,189,I remember the moonlight coming through the window- and her face had the most incredible glow.
1000,1000,Chandler,111,1,4,George Stephanopoulos,190,"Yes, the moon, the glow, the magical feeling, you did this part- Could I get some painkillers over here, please?"
1001,1001,Joey,92,1,4,George Stephanopoulos,191,"He's right, enough, already. What is the big deal about today? So you slept with her for the first time, so what? You slept with her for seven years after that."
1002,1002,Ross,169,1,4,George Stephanopoulos,192,"Look, it's just a little more complicated..."
1003,1003,Chandler,112,1,4,George Stephanopoulos,193,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?"
1004,1004,Ross,170,1,4,George Stephanopoulos,194,"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you..."
1005,1005,Chandler,113,1,4,George Stephanopoulos,195,Then what?
1006,1006,Ross,171,1,4,George Stephanopoulos,196,My first time with Carol was... (He mumbles the last part)
1007,1007,Joey,93,1,4,George Stephanopoulos,197,What?
1008,1008,Ross,172,1,4,George Stephanopoulos,198,It was my first time.
1009,1009,Joey,94,1,4,George Stephanopoulos,199,With Carol? (Ross gives him a look.) Oh.
1010,1010,Chandler,114,1,4,George Stephanopoulos,200,"So in your whole life, you've only been with one(He gets a look too)oh."
1011,1011,Joey,95,1,4,George Stephanopoulos,201,"Whoah, boy, hockey was a big mistake! There was a whole bunch of stuff we could've done tonight!"
1012,1012,Monica,191,1,4,George Stephanopoulos,202,"Okay. Okay, I got one. Do you remember that vegetarian pate that I made that you loved so much?"
1013,1013,Phoebe,96,1,4,George Stephanopoulos,203,Uh-huh.
1014,1014,Monica,192,1,4,George Stephanopoulos,204,"Well, unless goose is a vegetable...ha haaaah!"
1015,1015,Phoebe,97,1,4,George Stephanopoulos,205,"Oh! Oh! Oh! Okay, fine, fine. Now I don't feel so bad about sleeping with Jason Hurley."
1016,1016,Monica,193,1,4,George Stephanopoulos,206,What?! You slept with Jason?
1017,1017,Phoebe,98,1,4,George Stephanopoulos,207,You'd already broken up.
1018,1018,Rachel,146,1,4,George Stephanopoulos,208,How long?
1019,1019,Phoebe,99,1,4,George Stephanopoulos,209,A couple hours.
1020,1020,Monica,194,1,4,George Stephanopoulos,210,"Oh, that's nice!"
1021,1021,Rachel,147,1,4,George Stephanopoulos,211,"Okay, okay, okay, I got one! (She sits up and the cushion she was leaning against falls off of the balcony.) Anyway- The valentine Tommy Rollerson left in your locker was really from me."
1022,1022,Monica,195,1,4,George Stephanopoulos,212,Excuse me?!
1023,1023,Rachel,148,1,4,George Stephanopoulos,213,Hello? Like he was really gonna send you one? (To Phoebe) She was a big girl.
1024,1024,Monica,196,1,4,George Stephanopoulos,214,"Really. Well, at least 'big girls' don't pee in their pants in seventh grade!"
1025,1025,Rachel,149,1,4,George Stephanopoulos,215,I was laughing! You made me laugh! (Monica and Rachel start to squabble)
1026,1026,Phoebe,100,1,4,George Stephanopoulos,216,There he is! There he is!
1027,1027,Monica,197,1,4,George Stephanopoulos,217,Where?
1028,1028,Phoebe,101,1,4,George Stephanopoulos,218,Right- where we've been looking all night!
1029,1029,Rachel,150,1,4,George Stephanopoulos,219,He is so cute!
1030,1030,Monica,198,1,4,George Stephanopoulos,220,"Oh, George, baby, drop the towel!"
1032,1032,Joey,96,1,4,George Stephanopoulos,222,Man. Can you believe he's only had sex with one woman?
1033,1033,Chandler,115,1,4,George Stephanopoulos,223,"I think it's great. Y'know, it's sweet, it's romantic..."
1034,1034,Joey,97,1,4,George Stephanopoulos,224,Really?
1035,1035,Chandler,116,1,4,George Stephanopoulos,225,"No, you kidding? The guy's a freak.. (Ross enters off camera)"
1037,1037,Ross,173,1,4,George Stephanopoulos,227,Hi. (He is wearing a piece of steel bandaged to his nose.  He tosses some forms onto reception desk.)
1039,1039,Chandler,117,1,4,George Stephanopoulos,229,"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight."
1040,1040,Ross,174,1,4,George Stephanopoulos,230,"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?"
1041,1041,Joey,98,1,4,George Stephanopoulos,231,"Oh, ah- the kid has it."
1042,1042,Ross,175,1,4,George Stephanopoulos,232,"The kid...? (To the kid) Excuse me, uh, that's, that's my puck."
1044,1044,Chandler,118,1,4,George Stephanopoulos,234,"You gotta do it, man."
1045,1045,Ross,176,1,4,George Stephanopoulos,235,"(to the kid) Oh yeah? Well, I'm rubber, you're glue, whatever(to Chandler)can't do it. (to the kid) Listen, uh- gimme back my puck."
1047,1047,Ross,177,1,4,George Stephanopoulos,237,"'Yes', how about. C'mere. Gimme!"
1050,1050,Ross,178,1,4,George Stephanopoulos,240,(tries to snatch it from the kid) GIVE ME MY PUCK!! (but it files out of his grasp and knocks out the receptionist)
1051,1051,Ross,179,1,4,George Stephanopoulos,241,...Now that was fun.
1053,1053,Ross,180,1,4,George Stephanopoulos,243,"(Doing the spinning) Okay, Monica: Right foot red."
1054,1054,Monica,199,1,4,George Stephanopoulos,244,"Could've played Monopoly, but nooooo."
1055,1055,Chandler,119,1,4,George Stephanopoulos,245,Thanks. (The guy nods and leaves)
1056,1056,Ross,181,1,4,George Stephanopoulos,246,"Okay, Pheebs: Right hand blue. (Phoebe has to bend over.)Good. (Joey stares at her butt appreciatively)"
1057,1057,Chandler,120,1,4,George Stephanopoulos,247,"Hello? Oh, uh, Rachel, it's the Visa card people."
1058,1058,Rachel,151,1,4,George Stephanopoulos,248,"Oh, okay. Will you take my place?"
1059,1059,Chandler,121,1,4,George Stephanopoulos,249,"Alright. (on phone) Yes, this is Rachel."
1060,1060,Rachel,152,1,4,George Stephanopoulos,250,"Nooo! (She grabs the phone and Chandler takes her place on the mat.) (On phone) Hello? (Listens) Oh, yeah, no, I know, I-I haven't been using it much. (Listens) Oh, well, thanks, but, I'm okay, really."
1061,1061,Ross,182,1,4,George Stephanopoulos,251,Green. To the green.
1062,1062,Rachel,153,1,4,George Stephanopoulos,252,(on phone) I've got magic beans. (Listens) Never-never mind.
1063,1063,Chandler,122,1,4,George Stephanopoulos,253,"To the left, to the left- aww! (They all collapse)"
1064,1064,Rachel,154,1,4,George Stephanopoulos,254,(on phone) Ohhh... I'm fine.
1065,1065,Monica,200,1,5,The East German Laundry Detergent,0,Would you let it go? It's not that big a deal.
1066,1066,Ross,183,1,5,The East German Laundry Detergent,1,"Not that big a deal? It's amazing. Ok, you just reach in there, there's one little maneuver, and bam, a bra right out the sleeve. All right, as far as I'm concerned, there is nothing a guy can do that even comes close. Am I right?"
1067,1067,Rachel,155,1,5,The East German Laundry Detergent,2,Come on! You guys can pee standing up.
1068,1068,Chandler,123,1,5,The East German Laundry Detergent,3,"We can? All right, I'm tryin' that."
1069,1069,Joey,99,1,5,The East German Laundry Detergent,4,"Ok, you know what blows my mind? Women can see breasts any time they want. You just look down and there they are. How you get any work done is beyond me."
1070,1070,Phoebe,102,1,5,The East German Laundry Detergent,5,"Oh, ok, you know what I don't get? The way guys can do so many mean things, and then not even care."
1071,1071,Ross,184,1,5,The East German Laundry Detergent,6,Multiple orgasms!
1072,1072,Chandler,124,1,5,The East German Laundry Detergent,7,"So, Saturday night, the big night, date night, Saturday night, Sat-ur-day night!"
1073,1073,Joey,100,1,5,The East German Laundry Detergent,8,"No plans, huh?"
1074,1074,Chandler,125,1,5,The East German Laundry Detergent,9,Not a one.
1075,1075,Ross,185,1,5,The East German Laundry Detergent,10,"Not even, say, breaking up with Janice?"
1076,1076,Chandler,126,1,5,The East German Laundry Detergent,11,"Oh, right, right, shut up."
1077,1077,Monica,201,1,5,The East German Laundry Detergent,12,"Chandler, nobody likes breaking up with someone. You just gotta do it."
1078,1078,Chandler,127,1,5,The East German Laundry Detergent,13,"No, I know, but it's just so hard, you know? I mean, you're sitting there with her, she has no idea what's happening, and then you finally get up the courage to do it, and there's the horrible awkward moment when you've handed her the note."
1079,1079,Joey,101,1,5,The East German Laundry Detergent,14,"Why do you have to break up with her? Be a man, just stop calling."
1080,1080,Phoebe,103,1,5,The East German Laundry Detergent,15,"You know, if you want, I'll do it with you."
1081,1081,Chandler,128,1,5,The East German Laundry Detergent,16,"Oh, thanks, but I think she'd feel like we're gangin' up on her."
1082,1082,Phoebe,104,1,5,The East German Laundry Detergent,17,"No, I mean you break up with Janice and I'll break up with Tony."
1083,1083,Ross,186,1,5,The East German Laundry Detergent,18,Tony?
1084,1084,Monica,202,1,5,The East German Laundry Detergent,19,"Oh, you're breaking up with Tony?"
1085,1085,Phoebe,105,1,5,The East German Laundry Detergent,20,"Yeah, I know, he's sweet, but it's just not fun anymore, you know? I don't know if it's me, or his hunger strike, or, I don't know."
1086,1086,Rachel,156,1,5,The East German Laundry Detergent,21,(waitressing) Does anybody want anything else?
1087,1087,Ross,187,1,5,The East German Laundry Detergent,22,"Oh, yeah, last week you had a wonderful, nutty, chocolatey kind of a cakey pie thing. (Rachel gives him a dirty look) Nothing, just, just, I'm fine."
1088,1088,Phoebe,106,1,5,The East German Laundry Detergent,23,(to Rachel) What's the matter? Why so scrunchy?
1089,1089,Rachel,157,1,5,The East German Laundry Detergent,24,It's my father. He wants to give me a Mercedes convertible.
1090,1090,Ross,188,1,5,The East German Laundry Detergent,25,"That guy, he burns me up."
1091,1091,Rachel,158,1,5,The East German Laundry Detergent,26,"Yeah, well, it's a Mercedes if I move back home. Oh, it was horrible. He called me young lady."
1092,1092,Chandler,129,1,5,The East German Laundry Detergent,27,"Ooh, I hate when my father calls me that."
1093,1093,Monica,203,1,5,The East German Laundry Detergent,28,"Did he give you that whole ""You're-not-up-to-this"" thing again?"
1094,1094,Rachel,159,1,5,The East German Laundry Detergent,29,"Oh, yeah, yeah. Actually, I got the extended disco version, with three choruses of ""You'll never make it on your own""."
1095,1095,Phoebe,107,1,5,The East German Laundry Detergent,30,"(rhythmically) Uh-huh, uh-huh."
1097,1097,Joey,102,1,5,The East German Laundry Detergent,32,"My god, Angela."
1098,1098,Monica,204,1,5,The East German Laundry Detergent,33,"Wow, being dumped by you obviously agrees with her."
1099,1099,Phoebe,108,1,5,The East German Laundry Detergent,34,Are you gonna go over there?
1100,1100,Joey,103,1,5,The East German Laundry Detergent,35,"No, yeah, no, ok, but not yet. I don't wanna seem too eager. One Mississippi, two Mississippi, three Mississippi. That seems pretty cool. (he walks over to her) Hey, Angela."
1102,1102,Joey,104,1,5,The East German Laundry Detergent,37,You look good.
1104,1104,Joey,105,1,5,The East German Laundry Detergent,39,You don't say.
1105,1105,Ross,189,1,5,The East German Laundry Detergent,40,"So, uh, Rachel, what are you, uh, what're you doing tonight?"
1106,1106,Rachel,160,1,5,The East German Laundry Detergent,41,"Oh, big glamour night. Me and Monica at Laundorama."
1107,1107,Ross,190,1,5,The East German Laundry Detergent,42,"Oh, you uh, you wanna hear a freaky coincidence? Guess who's doing laundry there too?"
1108,1108,Rachel,161,1,5,The East German Laundry Detergent,43,Who?
1109,1109,Ross,191,1,5,The East German Laundry Detergent,44,"Me. Was that not clear? Hey, why don't, um, why don't I just join you both, here?"
1110,1110,Rachel,162,1,5,The East German Laundry Detergent,45,Don't you have a laundry room in your building?
1111,1111,Ross,192,1,5,The East German Laundry Detergent,46,"Yes, I do have a laundry room in my building, um, but there's a.... rat problem. Apparently they're attracted to the dryer sheets, and they're goin' in fine, but they're comin' out all.... fluffy. Anyway, say, sevenish?"
1112,1112,Rachel,163,1,5,The East German Laundry Detergent,47,Sure.
1114,1114,Joey,106,1,5,The East German Laundry Detergent,49,Bob? Who the hell's Bob?
1116,1116,Joey,107,1,5,The East German Laundry Detergent,51,"Come on, we were great together. And not just at the fun stuff, but like, talking too."
1118,1118,Joey,108,1,5,The East German Laundry Detergent,53,What?
1120,1120,Joey,109,1,5,The East German Laundry Detergent,55,"Fine, fine, so, why don't the four of us go out and have dinner together tonight? You know, as friends?"
1122,1122,Joey,110,1,5,The East German Laundry Detergent,57,"You know, you and Bob, and me and my girlfriend, uh, uh, Monica."
1123,1123,Joey,111,1,5,The East German Laundry Detergent,58,"Monica, I'm tellin' you, this guy is perfect for you."
1124,1124,Monica,205,1,5,The East German Laundry Detergent,59,Forget it. Not after your cousin who could belch the alphabet.
1125,1125,Joey,112,1,5,The East German Laundry Detergent,60,"Come on. This guy's great. His name's Bob. He's Angela's... brother. He's smart, he's sophisticated, and he has a real job. Me, I go on three auditions a month and call myself an actor, but Bob is..."
1126,1126,Monica,206,1,5,The East German Laundry Detergent,61,"(looking out window) Oh, god help us."
1127,1127,Joey,113,1,5,The East German Laundry Detergent,62,What?
1128,1128,Monica,207,1,5,The East German Laundry Detergent,63,Ugly Naked Guy's laying kitchen tile. Eww!
1129,1129,Joey,114,1,5,The East German Laundry Detergent,64,"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me."
1130,1130,Monica,208,1,5,The East German Laundry Detergent,65,What's going on here? You go out with tons of girls.
1131,1131,Joey,115,1,5,The East German Laundry Detergent,66,"(proud) I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?"
1132,1132,Ross,193,1,5,The East German Laundry Detergent,67,"(on phone) Ok, bye. (hangs up) Well, Monica's not coming, it's just gonna be me and Rachel."
1133,1133,Chandler,130,1,5,The East German Laundry Detergent,68,"Oh. Well, hold on camper, are you sure you've thought this thing through?"
1134,1134,Ross,194,1,5,The East German Laundry Detergent,69,It's laundry. The thinking through is minimal.
1135,1135,Chandler,131,1,5,The East German Laundry Detergent,70,"It's just you and Rachel, just the two of you? This is a date. You're going on a date."
1136,1136,Ross,195,1,5,The East German Laundry Detergent,71,Nuh-uh.
1137,1137,Chandler,132,1,5,The East German Laundry Detergent,72,Yuh-huh.
1138,1138,Ross,196,1,5,The East German Laundry Detergent,73,"So what're you saying here? I should shave again, pick up some wine, what?"
1139,1139,Chandler,133,1,5,The East German Laundry Detergent,74,"Well, you may wanna rethink the dirty underwear. This is basically the first time she's gonna see your underwearyou want it to be dirty?"
1140,1140,Ross,197,1,5,The East German Laundry Detergent,75,(sheepish) No.
1141,1141,Chandler,134,1,5,The East German Laundry Detergent,76,"Oh, and uh, the fabric softener?"
1142,1142,Ross,198,1,5,The East German Laundry Detergent,77,"Ok, ok, now what is wrong with my Snuggles? What, it says I'm a sensitive, warm kinda guy, you know, like a warm, fuzzy bear. Ok, I can pick something else up on the way."
1143,1143,Chandler,135,1,5,The East German Laundry Detergent,78,There you go.
1144,1144,Monica,209,1,5,The East German Laundry Detergent,79,Thank you. So what does this Bob guy look like? Is he tall? Short?
1145,1145,Joey,116,1,5,The East German Laundry Detergent,80,Yep.
1146,1146,Monica,210,1,5,The East German Laundry Detergent,81,Which?
1147,1147,Joey,117,1,5,The East German Laundry Detergent,82,Which what?
1148,1148,Monica,211,1,5,The East German Laundry Detergent,83,"You've never met Bob, have you?"
1149,1149,Joey,118,1,5,The East German Laundry Detergent,84,"No, but he's..."
1150,1150,Monica,212,1,5,The East German Laundry Detergent,85,"Oh my god, Joey, for all we know this guy could be horribly..."
1152,1152,Monica,213,1,5,The East German Laundry Detergent,87,...horribly attractive. I'll be shutting up now.
1153,1153,Chandler,136,1,5,The East German Laundry Detergent,88,Where are they? Where are they?
1154,1154,Phoebe,109,1,5,The East German Laundry Detergent,89,This is nice. We never do anything just the two of us.
